datetime,precip_mm,pressure_mB,temp_C,rh_pct,wind_dir_deg,wind_speed_m_s,cloudcover,rain
2024-05-23 09:00:00,0.0,1012.0,20.8,87.0,182.0,5.2,98,0
2023-10-05 05:00:00,0.0,1009.4,18.7,74.0,210.0,3.0,15,0
2023-11-19 06:00:00,0.0,1010.1,17.7,94.0,310.0,0.4,28,0
2023-06-20 04:00:00,0.0,1024.3,11.0,93.57142857142856,64.0,1.0,100,0
2023-07-02 21:00:00,0.0,1021.3,18.3,99.0,307.5006621065447,1.3452574525745258,43,0
2024-01-13 00:00:00,0.0,1017.8,20.6,93.0,43.0,1.3,100,0
2023-01-16 18:00:00,0.0,1014.8,26.3,82.0,106.0,4.2,37,0
2023-02-27 08:00:00,0.0,1016.9,18.2,97.2,282.0,1.1,0,0
2022-09-06 04:00:00,0.0,1026.7,15.7,97.0,48.00000000000001,2.6,100,0
2023-07-20 14:00:00,0.0,1029.8,18.1,86.0,320.7059276061231,1.8443541102077687,72,0
2023-11-09 09:00:00,0.0,1010.3,21.6,88.0,137.0,1.3,81,0
2022-08-05 20:00:00,0.0,1018.8,14.5,85.0,188.0,4.0,8,0
2023-11-11 02:00:00,0.0,1013.3,21.7,86.0,56.0,2.7,97,0
2024-03-11 19:00:00,0.0,1016.6,25.8,65.0,117.0,4.0,1,0
2023-04-26 19:00:00,0.0,1011.6,23.0,86.0,228.0,0.7,44,0
2022-03-21 16:00:00,0.0,1024.3,20.5,89.0,290.0,1.7,47,0
2023-11-17 07:00:00,0.0,1005.9,21.7,95.0,107.0,2.9,100,0
2022-08-29 14:00:00,0.0,1033.3,14.4,46.0,218.0,3.9,88,0
2024-03-27 11:00:00,0.0,1019.2,19.9,94.0,313.0,1.0,7,0
2023-02-01 11:00:00,0.0,1011.5,24.4,92.0,268.0,1.4,7,0
2023-10-24 11:00:00,0.0,1008.2,23.0,85.0,307.0,1.4,16,0
2022-06-26 02:00:00,0.0,1026.8,10.9,93.0,278.0,1.1,58,0
2023-01-17 02:00:00,0.0,1016.8,23.5,100.0,336.0,0.6,16,0
2022-12-27 19:00:00,0.0,1013.3,20.6,100.0,355.0,1.7,100,0
2023-07-27 13:00:00,0.0,1024.6,16.2,63.0,335.45192778019,2.0404697380307137,100,0
2022-12-31 22:00:00,0.0,1012.5,26.8,69.0,91.0,1.3,20,0
2023-01-13 02:00:00,0.0,1008.4,24.0,97.33333333333331,57.00000000000001,0.9,100,0
2024-02-02 04:00:00,0.0,1019.3,21.1,98.0,358.0,0.2,3,0
2023-08-27 03:00:00,0.0,1024.8,9.7,62.0,93.16842709898005,2.902439024390244,29,0
2022-11-22 01:00:00,0.0,1012.1,22.6,91.0,155.0,1.6,100,0
2024-03-15 01:00:00,0.0,1010.8,22.6,96.0,172.0,0.5,0,0
2024-02-02 20:00:00,0.0,1018.3,26.2,68.0,81.0,4.9,3,0
2022-04-12 17:00:00,0.0,1008.4,24.3,78.0,179.0,1.9,100,0
2023-01-14 07:00:00,0.0,1005.3,20.9,99.3,254.0,0.9,80,0
2023-02-19 07:00:00,0.0,1022.4,13.5,100.0,275.0,1.1,0,0
2022-09-14 03:00:00,0.0,1017.2,14.8,93.0,208.0,1.6,69,0
2022-10-25 13:00:00,0.0,1019.3,22.4,66.0,59.99999999999999,2.0,100,0
2022-10-07 08:00:00,0.0,1004.4,18.2,100.0,168.0,4.4,86,0
2022-04-28 09:00:00,0.0,1010.0,18.2,100.0,52.0,0.5,14,0
2023-01-24 00:00:00,0.0,1010.4,21.1,100.0,347.99999999999994,2.5,83,0
2023-07-10 12:00:00,0.0,1015.4,17.7,100.0,311.2146380487673,1.5601626016260162,60,0
2023-10-14 19:00:00,0.0,1023.2,18.5,76.0,78.0,5.1,100,0
2023-01-24 04:00:00,0.0,1009.7,19.4,100.0,285.0,0.3,0,0
2022-07-13 09:00:00,0.0,1025.0,9.9,99.0,292.0,0.6,100,0
2022-08-02 16:00:00,0.0,1018.3,18.2,82.0,322.0,1.2,22,0
2022-09-13 12:00:00,0.0,1014.4,20.2,81.0,207.0,1.0,39,0
2022-12-14 11:00:00,0.0,1015.3,23.4,49.0,23.0,0.5,0,0
2022-06-15 13:00:00,0.0,1021.2,14.4,95.5,338.0,1.4,100,0
2023-03-19 23:00:00,0.0,1012.5,23.2,95.0,300.0,0.8,89,0
2023-03-27 05:00:00,0.0,1017.2,20.8,86.0,213.0,3.1,22,0
2023-10-05 09:00:00,0.0,1010.1,17.3,79.0,179.0,1.9,100,0
2022-10-21 14:00:00,0.0,1005.2,24.9,65.0,127.0,5.1,14,0
2022-05-08 16:00:00,0.0,1021.4,21.7,66.0,90.0,3.4,100,0
2024-05-09 20:00:00,0.0,1019.6,19.3,75.0,185.0,2.0,100,0
2023-12-17 09:00:00,0.0,1010.4,22.1,98.0,208.0,0.2,12,0
2023-11-25 09:00:00,0.0,1022.1,18.1,79.0,260.0,1.7,2,0
2023-08-18 05:00:00,0.0,1008.5,19.2,100.0,80.86258833325375,2.6511291779584463,3,0
2023-11-16 12:00:00,0.0,1005.4,22.4,93.0,353.0,0.7,100,0
2022-05-14 02:00:00,0.0,1020.7,15.4,95.0,287.0,0.2,97,0
2024-02-01 15:00:00,0.0,1017.7,27.2,68.0,103.0,2.2,23,0
2022-04-04 18:00:00,0.0,1013.7,22.5,86.0,184.0,2.4,100,0
2022-01-06 23:00:00,0.0,1015.7,20.5,79.0,175.0,1.3,55,0
2023-09-12 23:00:00,0.0,1015.5,19.5,99.0,101.98328627580862,3.376874435411021,100,0
2023-01-26 13:00:00,0.0,1012.6,27.7,82.0,316.0,1.4,100,0
2022-11-12 03:00:00,0.0,1013.3,20.0,100.0,337.0,0.3,95,0
2023-07-13 07:00:00,0.0,995.3,20.3,51.0,313.1216009459735,1.638843721770551,88,0
2022-07-01 13:00:00,0.0,1021.0,15.8,78.0,83.0,1.5,1,0
2023-10-25 06:00:00,0.0,1010.5,19.0,80.0,195.0,3.6,25,0
2023-06-26 12:00:00,0.0,1018.0,19.7,100.0,305.4236054798209,1.1655826558265583,10,0
2024-04-10 10:00:00,0.0,1013.7,21.6,100.0,258.0,1.2,100,0
2023-03-26 18:00:00,0.0,1012.3,28.3,56.0,180.0,5.9,19,0
2024-04-29 09:00:00,0.0,1014.4,19.2,99.0,292.0,0.8,96,0
2022-01-20 22:00:00,0.0,1013.4,24.7,89.0,114.0,3.8,2,0
2022-04-22 06:00:00,0.0,1008.3,17.4,98.0,333.0,1.3,10,0
2022-05-19 20:00:00,0.0,1019.0,16.8,54.0,254.0,0.9,43,0
2024-02-03 13:00:00,0.0,1017.5,27.1,63.0,49.00000000000001,2.2,3,0
2022-05-15 00:00:00,0.0,1015.0,18.2,94.0,294.0,1.0,100,0
2022-01-04 19:00:00,0.0,1003.1,26.7,79.0,91.0,3.4,100,0
2022-05-07 13:00:00,0.0,1025.5,20.6,58.0,323.0,1.4,4,0
2023-07-09 17:00:00,0.0,1016.8,20.1,80.0,310.739244133681,1.5378500451671182,100,0
2024-02-07 08:00:00,0.0,1013.8,24.8,94.0,104.0,1.2,34,0
2022-05-17 13:00:00,0.0,1012.4,16.4,42.0,297.0,5.9,48,0
2022-08-16 10:00:00,0.0,1011.2,16.0,96.0,181.0,5.4,100,0
2022-04-12 03:00:00,0.0,1010.0,20.0,98.0,323.0,1.0,100,0
2023-01-31 18:00:00,0.0,1008.6,27.5,78.0,216.0,0.9,95,0
2022-11-14 09:00:00,0.0,1006.0,21.7,95.0,134.0,1.6,100,0
2023-05-23 18:00:00,0.0,1017.8,26.4,50.0,116.0,2.6,0,0
2023-04-27 10:00:00,0.0,1013.2,16.5,100.0,260.0,1.7,2,0
2023-06-04 11:00:00,0.0,1020.4,11.9,97.21428571428572,350.0,0.2,31,0
2022-09-29 08:00:00,0.0,1025.4,15.2,84.0,216.0,0.5,100,0
2022-08-06 10:00:00,0.0,1022.8,11.6,84.0,228.0,1.7,100,0
2023-09-04 17:00:00,0.0,1004.3,22.0,100.0,98.811429633899,3.144354110207769,100,0
2022-09-30 03:00:00,0.0,1024.9,14.5,98.0,205.0,0.6,100,0
2023-06-28 02:00:00,0.0,1014.1,15.7,99.625,305.87834381891093,1.2102077687443542,98,0
2024-02-12 20:00:00,0.0,1008.7,31.8,52.0,54.0,2.9,98,0
2024-05-14 09:00:00,0.0,1019.8,15.5,76.0,214.0,4.0,100,0
2023-06-13 11:00:00,0.0,1030.2,7.4,99.0,299.0,1.2,4,0
2023-09-20 00:00:00,0.0,1016.1,20.7,99.0,103.81064400734329,3.575338753387534,100,0
2023-12-10 04:00:00,0.0,1018.3,19.4,87.0,63.0,2.3,83,0
2023-07-20 03:00:00,0.0,1032.8,14.1,86.0,320.06824731926514,1.831436314363144,74,0
2023-01-16 17:00:00,0.0,1014.8,27.6,79.0,104.0,3.4,75,0
2024-01-06 13:00:00,0.0,1013.7,26.3,71.0,346.0,1.5,33,0
2022-09-20 16:00:00,0.0,1012.6,22.4,66.0,177.0,4.4,48,0
2023-03-14 18:00:00,0.0,1015.0,29.1,75.0,90.0,6.3,100,0
2024-04-17 23:00:00,0.0,1017.0,19.7,57.0,233.0,1.5,0,0
2022-06-23 21:00:00,0.0,1017.2,16.3,100.0,188.0,0.8,100,0
2022-11-13 04:00:00,0.0,1009.5,21.9,89.0,49.00000000000001,3.8,100,0
2022-09-23 21:00:00,0.0,1019.2,16.5,38.0,200.0,1.9,1,0
2022-12-11 22:00:00,0.0,1006.8,24.7,92.0,105.0,1.9,23,0
2023-12-29 07:00:00,0.0,1003.8,22.4,98.0,6.000000000000001,0.5,100,0
2023-07-09 14:00:00,0.0,1019.4,19.7,79.0,310.66650386435924,1.534327009936766,14,0
2022-10-28 12:00:00,0.0,1013.6,25.8,58.0,360.0,1.0,0,0
2024-02-12 23:00:00,0.0,1010.2,27.6,80.0,9.0,2.7,100,0
2022-07-20 02:00:00,0.0,1024.8,14.9,96.0,287.0,0.5,99,0
2022-05-20 21:00:00,0.0,1021.5,13.7,96.0,266.0,0.9,1,0
2024-04-23 10:00:00,0.0,1012.3,18.8,100.0,18.0,0.7,72,0
2023-04-25 18:00:00,0.0,1016.3,25.3,75.0,87.0,5.4,50,0
2022-12-07 21:00:00,0.0,1012.7,22.8,79.0,197.0,1.3,0,0
2022-05-10 04:00:00,0.0,1018.5,15.3,98.0,199.0,0.6,9,0
2023-10-01 19:00:00,0.0,1015.2,17.5,75.0,163.0,4.8,72,0
2023-01-30 13:00:00,0.0,1011.3,26.5,78.0,290.0,1.3,15,0
2022-05-10 15:00:00,0.0,1015.0,24.3,56.0,85.0,2.1,93,0
2022-11-28 05:00:00,0.0,1017.0,19.3,97.16666666666669,231.0,0.6,100,0
2023-03-28 14:00:00,0.0,1016.7,25.4,57.0,58.00000000000001,3.9,0,0
2022-02-15 16:00:00,0.0,1015.0,27.6,39.0,138.0,4.5,0,0
2022-10-02 10:00:00,0.0,1021.1,18.0,85.0,223.0,2.2,8,0
2022-02-21 10:00:00,0.0,1013.4,23.3,92.0,273.0,1.6,69,0
2023-07-18 09:00:00,0.0,1027.3,8.1,84.0,317.8749816990019,1.7821138211382117,35,0
2022-03-17 01:00:00,0.0,1015.9,18.5,95.0,298.0,1.9,15,0
2022-04-10 07:00:00,0.0,1014.3,20.6,98.0,190.0,0.7,100,0
2022-12-10 19:00:00,0.0,1008.2,28.8,63.0,177.0,2.8,100,0
2023-01-14 12:00:00,0.0,1008.6,26.5,81.0,125.0,2.9,15,0
2023-08-04 18:00:00,0.0,1015.0,24.6,70.0,16.99040127742748,2.271815718157182,55,0
2023-08-13 16:00:00,0.0,1026.5,15.3,42.0,68.22746871469747,2.5231255645889794,8,0
2023-11-10 20:00:00,0.0,1012.4,22.3,80.0,85.0,5.3,99,0
2024-03-13 02:00:00,0.0,1015.6,21.3,94.0,76.0,1.5,8,0
2022-06-29 12:00:00,0.0,1015.8,16.1,50.0,239.99999999999997,5.8,49,0
2022-01-08 22:00:00,0.0,1017.5,21.7,70.0,82.0,2.0,31,0
2023-01-28 08:00:00,0.0,1010.6,21.8,100.0,68.0,2.2,0,0
2023-05-16 20:00:00,0.0,1021.0,20.3,63.0,177.0,2.3,3,0
2022-10-25 08:00:00,0.0,1019.1,17.3,100.0,302.0,0.5,100,0
2023-05-02 18:00:00,0.0,1013.6,23.2,92.0,69.0,1.4,100,0
2024-01-24 20:00:00,0.0,1018.0,20.8,87.0,6.000000000000001,3.5,100,0
2023-12-22 04:00:00,0.0,1011.3,22.8,96.0,25.0,0.4,0,0
2024-01-20 16:00:00,0.0,1008.1,26.4,83.0,208.0,4.5,56,0
2023-04-09 20:00:00,0.0,1017.7,24.4,84.0,80.0,3.8,41,0
2024-04-20 06:00:00,0.0,1019.4,14.1,100.0,290.0,0.5,0,0
2022-11-28 02:00:00,0.0,1018.5,20.8,99.0,97.0,1.5,20,0
2023-08-19 23:00:00,0.0,1012.5,12.6,91.0,84.21247349969173,2.7004516711833784,33,0
2022-12-09 10:00:00,0.0,1010.5,23.6,92.0,199.0,1.7,99,0
2024-04-23 18:00:00,0.0,1009.8,27.7,70.0,150.0,3.3,89,0
2022-12-10 10:00:00,0.0,1010.5,24.8,92.0,338.99999999999994,1.4,87,0
2022-09-21 03:00:00,0.0,1016.3,15.4,98.0,193.0,1.5,100,0
2022-07-13 18:00:00,0.0,1023.7,14.9,73.0,76.0,2.5,100,0
2023-12-15 06:00:00,0.0,1009.6,24.1,92.0,38.0,0.7,100,0
2024-05-23 16:00:00,0.0,1011.1,25.4,73.0,206.0,2.8,100,0
2023-05-24 14:00:00,0.0,1018.6,22.4,73.0,29.000000000000004,1.4,0,0
2022-02-15 13:00:00,0.0,1015.6,28.8,32.0,207.0,2.1,0,0
2022-09-13 20:00:00,0.0,1014.3,18.7,70.0,197.0,2.5,46,0
2022-07-28 14:00:00,0.0,1006.5,28.8,39.0,287.0,3.2,100,0
2022-04-30 08:00:00,0.0,1021.5,14.8,98.0,118.0,0.2,47,0
2024-03-20 04:00:00,0.0,1009.7,24.2,100.0,323.0,1.0,100,0
2022-09-04 11:00:00,0.0,1028.7,13.1,71.0,317.0,2.1,14,0
2024-03-09 16:00:00,0.0,1010.3,29.5,70.0,46.00000000000001,2.1,100,0
2022-05-22 00:00:00,0.0,1023.5,11.6,98.0,17.000000000000004,0.7,0,0
2023-02-05 06:00:00,0.0,1010.7,20.9,95.45454545454544,344.0,1.3,1,0
2024-01-02 23:00:00,0.0,1013.8,20.8,97.0,287.0,2.3,100,0
2023-12-30 12:00:00,0.0,1018.0,22.8,69.0,217.0,3.3,20,0
2022-08-25 09:00:00,0.0,1020.7,13.0,96.72727272727272,68.0,0.9,100,0
2022-02-27 10:00:00,0.0,1012.8,25.3,85.0,36.0,2.1,0,0
2022-12-28 16:00:00,0.0,1006.3,25.9,71.0,175.0,5.2,13,0
2022-04-18 16:00:00,0.0,1019.8,23.4,55.0,97.0,5.1,54,0
2022-03-28 06:00:00,0.0,1017.6,17.4,97.0,278.0,0.9,18,0
2023-02-01 20:00:00,0.0,1010.8,28.7,69.0,143.0,3.2,39,0
2023-12-20 19:00:00,0.0,1013.0,25.6,74.0,83.0,6.1,46,0
2023-07-07 04:00:00,0.0,1013.1,18.6,89.0,309.37204736176943,1.4662149954832882,100,0
2022-03-28 13:00:00,0.0,1019.3,25.7,55.0,352.0,1.9,0,0
2023-01-19 21:00:00,0.0,1015.5,24.9,97.0,79.0,3.3,43,0
2022-10-31 07:00:00,0.0,1007.1,20.4,91.0,206.0,3.7,100,0
2024-04-02 10:00:00,0.0,1010.6,22.3,100.0,206.0,0.4,17,0
2024-02-01 03:00:00,0.0,1016.4,22.3,98.0,96.0,0.2,20,0
2023-03-14 13:00:00,0.0,1017.9,27.3,78.0,34.0,2.1,99,0
2024-01-05 01:00:00,0.0,1016.0,21.3,95.0,75.0,1.6,100,0
2024-01-29 13:00:00,0.0,1013.7,25.2,78.0,355.0,1.4,21,0
2022-12-26 18:00:00,0.0,1012.2,24.5,77.0,175.0,5.8,100,0
2022-12-12 20:00:00,0.0,1002.3,24.5,88.0,185.0,5.9,100,0
2022-04-29 22:00:00,0.0,1024.6,17.8,80.0,277.0,1.0,36,0
2022-10-27 09:00:00,0.0,1008.9,21.6,94.0,190.0,2.3,100,0
2024-05-22 15:00:00,0.0,1014.7,26.4,70.0,50.0,2.5,4,0
2022-10-12 13:00:00,0.0,1015.9,20.9,90.0,92.0,3.1,100,0
2023-05-31 01:00:00,0.0,1021.3,15.9,99.3846153846154,190.0,0.6,100,0
2023-12-24 05:00:00,0.0,1011.0,24.1,84.0,268.0,0.8,0,0
2023-07-14 11:00:00,0.0,1020.9,12.0,78.0,314.0444238464889,1.671725383920506,15,0
2022-10-07 01:00:00,0.0,1004.5,19.8,91.0,303.0,0.5,100,0
2022-11-21 10:00:00,0.0,1012.8,24.2,71.0,46.00000000000001,2.9,100,0
2022-11-11 15:00:00,0.0,1014.9,22.5,77.0,78.0,3.9,100,0
2022-12-14 00:00:00,0.0,1013.8,19.7,87.0,239.0,1.3,16,0
2022-03-04 00:00:00,0.0,1015.1,23.5,96.0,234.0,0.4,36,0
2023-05-22 08:00:00,0.0,1016.3,15.3,100.0,314.0,1.0,100,0
2022-05-19 00:00:00,0.0,1014.0,15.5,68.0,230.0,4.6,100,0
2024-02-11 11:00:00,0.0,1014.9,27.8,73.0,48.00000000000001,2.2,85,0
2024-05-13 19:00:00,0.0,1013.7,18.3,80.0,209.0,4.2,100,0
2022-06-09 00:00:00,0.0,1018.7,17.0,98.0,288.0,1.2,100,0
2023-01-12 13:00:00,0.0,1008.5,30.3,53.0,31.0,1.0,0,0
2022-02-01 17:00:00,0.0,1012.8,26.0,70.0,137.0,4.6,100,0
2024-02-13 06:00:00,0.0,1009.3,25.9,87.0,37.0,1.5,100,0
2022-09-09 18:00:00,0.0,1003.7,33.0,38.0,336.0,3.1,96,0
2024-01-11 02:00:00,0.0,1012.0,25.1,97.0,255.0,0.8,100,0
2023-04-07 05:00:00,0.0,1017.3,18.5,96.95238095238096,143.0,1.6,100,0
2023-11-20 18:00:00,0.0,1014.7,24.2,55.0,79.0,4.9,25,0
2023-10-03 21:00:00,0.0,1011.4,18.7,75.0,66.0,2.3,99,0
2023-05-20 22:00:00,0.0,1017.4,18.6,99.0,281.0,0.5,100,0
2023-12-09 00:00:00,0.0,1020.0,20.5,77.0,234.99999999999997,1.8,37,0
2022-09-10 21:00:00,0.0,1021.2,13.7,65.0,276.0,0.4,0,0
2023-11-15 12:00:00,0.0,1009.3,22.8,87.0,347.99999999999994,1.4,81,0
2022-07-21 11:00:00,0.0,1016.6,15.6,87.14285714285714,328.0,0.6,100,0
2023-02-23 10:00:00,0.0,1017.8,20.2,99.07692307692308,57.00000000000001,0.5,100,0
2024-04-03 15:00:00,0.0,1014.7,24.9,76.0,67.0,3.0,100,0
2023-01-27 03:00:00,0.0,1012.0,25.0,85.0,59.99999999999999,2.9,100,0
2023-09-07 21:00:00,0.0,1015.7,20.3,74.0,100.20521754623344,3.2336043360433604,100,0
2022-04-13 07:00:00,0.0,1010.8,20.4,97.0,253.0,0.5,40,0
2022-01-01 03:00:00,0.0,1006.9,21.8,93.0,295.0,1.2,4,0
2023-01-22 16:00:00,0.0,1005.8,29.0,71.0,135.0,3.9,97,0
2023-07-02 16:00:00,0.0,1021.2,19.8,92.0,307.4211340759366,1.3393857271906051,92,0
2022-10-20 15:00:00,0.0,1009.7,23.3,88.0,204.0,0.7,100,0
2023-03-23 10:00:00,0.0,1018.4,23.3,98.0,48.00000000000001,3.8,100,0
2022-08-25 16:00:00,0.0,1019.2,25.8,47.0,73.0,1.7,0,0
2022-10-01 23:00:00,0.0,1020.9,18.4,88.0,142.0,1.0,100,0
2023-03-11 08:00:00,0.0,1013.9,21.5,95.15384615384616,3.0000000000000004,0.7,55,0
2022-03-23 16:00:00,0.0,1012.5,26.5,53.0,14.999999999999998,2.8,100,0
2023-03-01 05:00:00,0.0,1017.4,21.5,96.44444444444444,315.0,0.7,30,0
2023-09-09 00:00:00,0.0,1016.4,19.1,100.0,100.64182912300052,3.265311653116531,100,0
2023-08-13 08:00:00,0.0,1026.1,8.2,81.0,66.99665255932482,2.513730803974706,80,0
2023-07-27 08:00:00,0.0,1019.5,16.9,67.0,334.8168480770842,2.034598012646793,100,0
2023-02-06 17:00:00,0.0,1013.3,26.3,68.0,153.0,2.2,100,0
2022-07-08 10:00:00,0.0,1025.0,14.9,96.0,253.0,1.5,100,0
2023-08-23 09:00:00,0.0,1003.1,20.5,91.0,89.22896899779428,2.796747967479675,71,0
2023-12-17 20:00:00,0.0,1007.2,30.0,75.0,108.0,2.3,27,0
2023-10-14 21:00:00,0.0,1023.1,18.4,76.0,58.00000000000001,5.1,100,0
2023-07-06 04:00:00,0.0,1017.9,13.6,100.0,308.8921024972125,1.4380307136404695,4,0
2022-08-12 16:00:00,0.0,1022.6,19.9,64.0,47.0,5.2,100,0
2022-09-24 21:00:00,0.0,1021.7,15.4,88.0,143.0,1.2,8,0
2023-03-15 12:00:00,0.0,1018.1,26.0,89.0,26.0,2.5,74,0
2023-09-25 01:00:00,0.0,1015.6,18.7,99.74193548387096,229.0,1.6,94,0
2022-09-02 18:00:00,0.0,1014.4,16.7,95.0,174.0,6.4,100,0
2022-06-18 05:00:00,0.0,1014.6,14.1,60.0,234.0,3.8,1,0
2022-12-20 23:00:00,0.0,1016.6,20.9,97.0,96.0,2.6,14,0
2022-04-17 22:00:00,0.0,1021.3,18.9,95.0,144.0,0.3,63,0
2023-03-20 14:00:00,0.0,1012.5,30.3,48.0,34.0,0.8,0,0
2023-08-28 12:00:00,0.0,1028.6,10.7,80.0,94.3281260669383,2.9411924119241197,6,0
2023-05-14 07:00:00,0.0,1018.4,11.5,89.14285714285714,311.0,0.6,0,0
2023-12-06 12:00:00,0.0,1013.9,23.8,89.0,55.00000000000001,2.2,99,0
2024-02-18 15:00:00,0.0,1013.4,26.8,81.0,62.0,4.2,95,0
2024-05-14 16:00:00,0.0,1020.6,18.2,64.0,181.0,4.7,69,0
2022-06-13 13:00:00,0.0,1025.3,18.0,62.0,189.0,4.5,100,0
2022-08-13 17:00:00,0.0,1019.8,22.3,52.0,9.0,2.9,100,0
2022-08-28 22:00:00,0.0,1030.8,11.3,59.0,200.0,4.8,68,0
2023-11-18 01:00:00,0.0,1004.6,21.7,88.0,55.00000000000001,1.9,100,0
2023-01-25 13:00:00,0.0,1010.8,28.5,80.0,111.0,2.5,0,0
2022-10-28 10:00:00,0.0,1014.0,21.5,85.0,255.0,1.2,21,0
2023-11-09 00:00:00,0.0,1010.9,24.4,68.0,69.0,2.6,100,0
2024-04-26 18:00:00,0.0,1010.7,27.9,69.0,56.0,1.8,62,0
2022-12-24 14:00:00,0.0,1013.8,28.8,46.0,44.0,3.8,100,0
2023-08-01 15:00:00,0.0,1021.8,23.9,60.0,357.10643224591576,2.183739837398374,5,0
2023-10-01 23:00:00,0.0,1016.3,16.3,76.0,216.0,1.4,100,0
2022-08-05 03:00:00,0.0,1008.4,16.2,97.0,175.0,4.6,48,0
2022-01-14 00:00:00,0.0,1017.5,22.9,89.0,73.0,1.4,83,0
2023-08-22 00:00:00,0.0,1011.3,15.2,99.92857142857144,87.41215637924147,2.7579945799457994,9,0
2022-01-18 21:00:00,0.0,1014.0,26.1,73.0,151.0,2.4,100,0
2022-05-18 11:00:00,0.0,1006.7,17.1,59.0,234.99999999999997,8.5,99,0
2023-03-05 22:00:00,0.0,1009.6,23.8,100.0,228.0,2.9,100,0
2024-04-25 05:00:00,0.0,1018.6,18.0,91.0,248.0,1.3,98,0
2023-04-10 03:00:00,0.0,1018.9,20.7,100.0,70.0,2.0,9,0
2022-07-06 12:00:00,0.0,1017.6,17.3,92.72727272727272,3.0000000000000004,2.0,100,0
2024-01-03 23:00:00,0.0,1015.6,19.8,97.0,68.0,0.6,58,0
2022-08-20 23:00:00,0.0,1030.1,11.5,91.0,87.0,1.0,1,0
2022-02-12 17:00:00,0.0,1011.6,28.0,66.0,80.0,6.5,48,0
2023-09-18 14:00:00,0.0,1010.5,34.4,38.0,103.4885589061433,3.5354110207768743,3,0
2024-03-24 20:00:00,0.0,1015.6,24.7,75.0,82.0,4.3,38,0
2022-06-13 01:00:00,0.0,1022.2,11.6,75.0,237.0,1.1,6,0
2023-11-06 01:00:00,0.0,1020.7,16.7,92.0,230.0,0.9,34,0
2022-05-01 21:00:00,0.0,1014.5,17.8,98.0,307.0,1.3,100,0
2023-08-15 06:00:00,0.0,1019.7,9.7,94.58333333333331,73.43270863143385,2.5677506775067758,98,0
2022-10-13 15:00:00,0.0,1016.3,24.0,79.0,76.0,4.2,40,0
2023-02-10 03:00:00,0.0,1013.9,23.1,100.0,29.000000000000004,2.0,100,0
2023-10-29 15:00:00,0.0,1003.4,27.5,60.0,138.0,4.9,41,0
2022-06-10 03:00:00,0.0,1016.3,15.8,100.0,197.0,1.1,89,0
2024-03-18 07:00:00,0.0,1011.7,22.4,99.0,173.0,0.3,97,0
2022-04-04 19:00:00,0.0,1014.2,22.5,86.0,193.0,2.8,100,0
2022-04-26 09:00:00,0.0,1014.7,18.9,97.0,26.0,1.2,79,0
2022-10-14 22:00:00,0.0,1029.8,17.7,81.0,126.0,3.1,100,0
2022-06-15 11:00:00,0.0,1021.1,9.7,98.5,271.0,1.1,28,0
2022-03-01 17:00:00,0.0,1012.1,26.2,78.0,172.0,5.7,41,0
2022-06-22 05:00:00,0.0,1013.4,14.2,100.0,302.0,0.4,100,0
2023-02-17 21:00:00,0.0,1007.2,25.1,73.0,194.0,2.8,33,0
2024-05-14 21:00:00,0.0,1020.6,14.9,70.0,208.0,1.5,29,0
2022-03-24 20:00:00,0.0,1006.4,23.4,91.0,73.0,1.9,100,0
2023-05-02 17:00:00,0.0,1014.7,23.4,90.0,156.0,3.5,100,0
2023-10-30 01:00:00,0.0,1009.1,23.2,82.0,162.0,1.1,95,0
2022-07-25 21:00:00,0.0,1018.9,18.2,100.0,150.0,2.1,0,0
2022-06-25 14:00:00,0.0,1025.9,16.8,81.0,208.0,3.9,100,0
2022-01-28 06:00:00,0.0,1013.2,19.5,94.0,325.0,1.3,55,0
2022-06-08 06:00:00,0.0,1016.8,16.0,100.0,298.0,1.4,23,0
2023-06-25 12:00:00,0.0,1015.9,22.0,83.0,305.1536959806201,1.13739837398374,54,0
2022-01-01 19:00:00,0.0,1005.5,26.0,71.0,103.0,5.5,19,0
2023-05-06 22:00:00,0.0,1015.8,23.7,100.0,64.0,1.1,100,0
2022-05-20 22:00:00,0.0,1022.0,12.6,98.0,247.0,0.5,9,0
2022-03-03 23:00:00,0.0,1015.2,24.1,96.0,266.0,0.7,47,0
2023-03-11 19:00:00,0.0,1015.1,27.7,73.0,116.0,4.9,35,0
2023-10-17 17:00:00,0.0,1014.9,20.8,90.0,182.0,4.0,100,0
2022-03-29 21:00:00,0.0,1009.5,24.5,85.0,76.0,2.7,0,0
2023-03-26 15:00:00,0.0,1012.0,29.0,54.0,228.0,4.0,13,0
2022-06-04 20:00:00,0.0,1022.5,15.5,92.0,81.0,1.8,82,0
2022-11-18 15:00:00,0.0,1018.8,24.8,54.0,82.0,4.5,0,0
2023-05-05 19:00:00,0.0,1018.2,23.5,97.0,64.0,1.2,100,0
2022-10-27 21:00:00,0.0,1010.6,22.6,62.0,47.0,1.2,27,0
2024-02-07 20:00:00,0.0,1012.5,26.8,85.0,104.0,4.8,98,0
2024-01-21 15:00:00,0.0,1016.6,25.7,69.0,162.0,7.6,100,0
2023-10-29 03:00:00,0.0,1002.8,20.7,92.0,89.0,1.4,100,0
2023-05-27 18:00:00,0.0,1016.7,22.4,88.0,173.0,1.3,100,0
